734.34,7240.2,1890
5316.1,9090.6,1890
9953.7,10819,1890
15996,12788,1890
21226,12442,1890
24494,8161.1,1890
30393,5522.1,1890
34811,5756.1,1890
958.88,7292.9,1900
7796,8265.1,1900
12921,8758.6,1900
22192,8370.8,1900
29508,6116.7,1900
35020,5753.1,1900
1533.5,5766.9,1910
12989,8699.9,1910
22702,8325.2,1910
28197,6441.4,1910
34541,5378.8,1910
1411.4,5880.7,1920
7531.6,6345.4,1920
17865,8454.8,1920
24782,6162.5,1920
30056,4211.7,1920
35037,5533.2,1920
1435,4083.2,1930
8730.8,6414.5,1930
19141,4245.8,1930
29917,2673.6,1930
1114.1,4131.8,1940
7176.6,6254.7,1940
19278,3779.1,1940
28709,1677.2,1940
1133.4,4346.3,1950
4113.7,5937.6,1950
7594.6,4878.5,1950
13128,3890.7,1950
19576,455.81,1950
1883.2,2771.7,1960
7758.5,4696.2,1960
11776,504.47,1960
1674.2,7074.4,1880
9532.5,12254,1880
16750,14773,1880
21672,12452,1880
26620,10377,1880
33684,6821.7,1880
2945.7,8281.4,1870
10704,12599,1870
16795,14939,1870
21138,12672,1870
26878,10494,1870
29601,8545.1,1870
33536,7083.4,1870
617.82,8308.2,1860
4878.8,8969.3,1860
10474,12511,1860
15788,16764,1860
23370,15144,1860
24833,12598,1860
33251,9676.5,1860
1357.8,10462,1850
5631.5,12151,1850
14119,16579,1850
23102,15234,1850
32162,13304,1850
630.6,13040,1840
12743,17015,1840
18359,16249,1840
29469,14277,1840
33871,14718,1840
533.22,12642,1830
4483.9,13504,1830
10088,20577,1830
15997,21854,1830
22810,17688,1830
32875,14789,1830
1515.7,13334,1820
8127.6,20292,1820
16779,25721,1820
23421,18703,1820
30806,15613,1820
1038.3,13354,1810
8619.9,21279,1810
16871,25891,1810
21692,20187,1810
24270,16863,1810
31933,15184,1810
899.93,14820,1800
814.49,14793,1799
649.55,15965,1798
633.82,15983,1797
11536,22752,1800
11514,22817,1799
11492,22871,1798
10503,25893,1797
16912,25610,1800
16998,25914,1799
16388,27919,1798
16366,28092,1797
21794,24661,1800
21766,24636,1799
21847,24654,1798
21895,24765,1797
21722,20374,1800
30762,15560,1800
30686,15607,1799
30733,15616,1798
30857,15648,1797
