15449,4585,260
15778,3526.1,260
18271,10201,306
18427,9571.2,306
19331,13391,688
15632,13562,245
8577.6,18420,262
12532,14149,241
13141,12704,241
13077,12765,241
12706,14039,241
12387,14037,240
11880,15968,241
11088,19180,300
12705,18999,300
14818,18773,300
15990,18001,300
16947,17355,300
11956,14552,241
11631,16251,240
8234.3,16775,241
9258.3,16453,241
8087.5,16868,240
11149,15802,241
7134.8,16608,241
6290.8,17466,241
5556.6,16654,241
4666,16236,241
13500,11692,241
13686,11803,240
13473,10136,241
3440.9,17517,241
9090.9,16472,240
2001.1,16998,241
1011.9,16635,241
12642,8801.1,241
11302,8087.6,241
12867,7101.3,241
12206,5668.3,241
16739,14712,300
12933,13055,240
16486,15202,300
11487,4223.9,241
10991,2379.1,241
16689,13208,300
15984,11531,300
16595,8330.3,300
17765,5368.2,300
17646,4272,300
17505,3184.8,300
16719,10204,300
11601,19406,340
10383,21383,360
11575,20610,360
13354,20176,360
15656,20353,360
17414,21015,360
18821,20235,360
22023,17917,360
22718,16167,360
23370,14278,360
14024,19013,340
23060,12942,360
22719,10843,360
16040,16417,340
21782,8869.6,360
21482,7086.5,360
20994,5340.6,360
20575,4069.8,360
13095,10592,241
13138,10927,240
13545,9012.2,240
13574,11266,241
12880,7612.2,240
12250,5902.3,240
11528,4586.3,240
10631,1838.9,240
6031.1,17662,240
4122.5,17626,240
1902.2,17024,240
13261,9367.9,241
10188,16049,241
11006,21101,380
12529,19987,380
10824,19990,330
15037,21396,380
11885,19263,330
11752,18547,270
12628,19759,330
13965,19756,330
16617,21971,380
18118,22236,380
12965,18144,270
20997,21961,380
22906,21225,380
14203,16805,270
24124,19098,380
23764,16947,380
23910,15276,380
23623,13276,380
23978,11779,380
23043,9290.2,380
22865,7524.1,380
22568,3999.3,380
22530,3617,400
14613,14683,270
15049,19907,330
16338,19670,330
18709,19424,330
19470,16798,330
23011,4497.8,400
23295,5308.2,400
20025,17425,330
23622,6688.5,400
21228,15710,330
24020,8008.7,400
20208,14597,330
23165,9156.5,400
24548,11189,400
23956,12532,400
23685,14125,400
24780,15662,400
17776,12440,330
14121,12324,270
24909,17018,400
20253,13374,330
20132,12240,330
25210,18190,400
24944,19422,400
25317,20545,400
22449,21789,400
21260,22103,400
20126,22609,400
19596,23075,400
18473,23091,400
17549,22227,400
14668,10479,270
16364,21976,400
15320,21800,400
14316,21959,400
12769,21469,400
9951.7,21504,400
14845,9041.1,270
11098,20958,400
15178,7588.2,270
14407,6811.1,270
13697,5808.8,270
13119,4864.9,270
13602,3730.4,270
20058,12242,330
9834.2,21725,420
10622,21142,420
12930,21622,420
15520,22340,420
18588,23303,420
21610,24499,420
22848,23734,420
24989,24070,420
25107,22945,420
26392,20671,420
26071,19163,420
26741,17444,420
25755,15997,420
25690,14529,420
25961,12785,420
26577,11041,420
25480,9991.9,420
24516,8071.6,420
24391,6606.6,420
23317,4606.7,420
20877,11010,330
20706,9942.3,330
20115,8286.2,330
19451,6380.7,330
19993,4995.5,330
18432,2335.9,330
19912,3564.1,330
22510,3963,390
22581,6160.1,390
23901,7959.4,390
23573,9610.3,390
24459,11019,390
23964,12747,390
23591,14201,390
23981,15723,390
25071,17219,390
24137,18231,390
24336,19817,390
24613,21305,390
22343,21636,390
20335,22494,390
19005,22672,390
17404,22323,390
15992,22019,390
14709,21508,390
13535,21737,390
12787,21530,390
10703,21112,390
12329,21766,450
13965,22274,450
15068,22485,450
16616,23396,450
17593,23571,450
18663,23494,450
20234,24479,450
20792,23963,450
21433,24570,450
22311,24928,450
23805,25787,450
25707,26185,450
27424,25999,450
28316,24658,450
28769,24102,450
28439,20779,450
28235,19189,450
28163,17011,450
28019,15181,450
27936,14057,450
27092,13400,450
26900,12711,450
26707,11789,450
26667,11102,450
27083,9716.1,450
26495,9238,450
26266,8379.4,450
26581,7401.6,450
27283,6640.5,450
27402,5561.2,450
28279,4810,450
28083,4456.7,451
28085,4438.2,452
28654,5002.4,480
27976,5849.1,480
28084,7407,480
28080,8728.7,480
28936,9528.6,480
27453,10071,480
27376,10772,480
27953,11850,480
28123,13376,480
29637,14620,480
28704,16218,480
28554,17800,480
29247,18421,480
28081,28251,480
25964,27909,480
25338,27262,480
24757,26661,480
23671,26540,480
22853,26359,480
22326,25620,480
21307,25530,480
20182,24959,480
19262,25136,480
18512,24767,480
17359,24091,480
15997,23570,480
14666,23071,480
13511,23921,480
12851,13299,330
8802.2,1998.2,180
9568.2,2788.9,180
8956.7,2363.3,210
9331.8,4628.3,180
10236,4301.9,210
10080,5680.1,180
10631,6345.9,210
7732.5,6218.8,180
10750,8816.6,210
10629,9917,210
7246.2,7270.9,180
11893,10535,210
12201,11659,210
7925.5,8184.8,180
10795,13544,210
8424.8,14748,210
7637,16131,210
6523.9,16106,210
7255.7,9881.6,180
4435.7,16167,210
2124.7,16494,210
8211.6,11218,180
572.1,16305,210
6260.8,12451,180
6052.6,13285,180
6166.7,14418,180
4675,15064,180
4383.3,16020,180
2523.5,16055,180
1238.9,16025,180
11013,19154,270
8754.2,18969,270
8388.6,18277,270
7912.2,17724,270
7365.3,18130,270
6604.2,18023,270
6213.2,18117,270
5709.6,18784,270
4838,18211,270
4470.6,18349,270
4258.5,17928,270
3024.3,17880,270
2654.8,17632,270
2312.8,17523,270
1870.7,17187,270
1258.6,17043,270
735.04,16915,270
109.14,16542,270
4215,251.28,148
4823.2,1414.8,148
4599.9,2332.5,148
5402.8,2859.6,148
6160.4,3384.3,148
6330.5,4047.1,148
6430.5,4586.2,148
6294.8,5264.3,148
6623.1,5941.4,148
6464,6641.5,148
6540.6,7576.4,148
6937.2,8199.2,148
6506.4,9532.7,148
6683.1,10510,148
6370.1,11332,148
5980.2,11855,148
4795.1,12375,148
3848.8,13709,148
3231.1,14281,148
2561.8,14462,148
1672.2,14158,148
1742.6,13610,148
1126.1,13509,148
604.71,13935,148
1710.9,987.62,118
2390.6,1325.6,118
3066.7,1679.3,118
4520.4,2147.8,118
4608.7,3114,118
4830.6,3954.5,118
5071.3,4808.5,118
4841.7,5987.1,118
4174.3,6532.4,118
3379.2,7062.8,118
2374.9,8062.7,118
2866.3,8891.8,118
3454.8,9823,118
3675.9,10398,118
3016.7,10879,118
2462.2,11704,118
2656.8,12472,118
2138.1,13002,118
1433,13148,118
778.56,13100,118
563.18,12643,118
2643.7,11279,118
12791,19847,340
14783,19985,340
16809,19701,340
18688,20205,340
19323,18954,340
20174,17424,340
22046,14946,340
22274,13492,340
21458,12010,340
21764,10099,340
21944,7929.8,340
21351,6736.4,340
20245,5627.1,340
20090,4089.7,340
19893,3490.6,340
25294,20359,390
17704,22452,420
11551,22511,450
28843,21189,450
28934,19929,480
27832,20272,480
28334,21095,480
15381,25094,510
16043,24829,510
16816,25008,510
18361,25079,510
19606,25536,510
20547,26068,510
21560,26115,510
22475,26547,510
23388,27480,510
25200,28515,510
26588,29129,510
27383,29739,510
27945,30085,510
28229,29475,510
29663,11625,510
29250,10852,510
28488,8804.4,510
29117,6703.8,510
28881,5381.1,510
27537,4727.3,510
19420,26968,540
20693,26425,540
22838,27547,540
25121,28941,540
